Word,Character Count,value
tame,4,39
tammy,5,72
tamper,6,73
tampered,8,82
tampering,9,103
tampon,6,79
tampons,7,98
tan,3,35
tandem,6,57
tangent,7,81
tangerine,9,93
tangible,8,70
tangle,6,59
tangled,7,63
tangling,8,84
tango,5,57
tank,4,46
tanked,6,55
tanker,6,69
tankers,7,88
tanking,7,76
tanks,5,65
tanned,6,58
tanner,6,72
tanning,7,79
tantric,7,85
tantrum,7,107
tantrums,8,126
tap,3,37
tapas,5,57
tape,4,42
taped,5,46
tapered,7,69
tapes,5,61
tapeworm,8,111
taping,6,67
tapioca,7,65
tapped,6,62
tapping,7,83
tar,3,39
tarantulas,10,127
tardiness,9,109
tardy,5,68
target,6,71
targeted,8,80
targeting,9,101
targets,7,90
tarmac,6,56
tarnish,7,89
tarnished,9,98
tarot,5,74
tarp,4,55
tarragon,8,94
tarred,6,66
tart,4,59
tartar,6,78
tarts,5,78
tarzan,6,80
tas,3,40
task,4,51
tasks,5,70
tassels,7,95
taste,5,65
tasted,6,69
tasteful,8,104
tastes,6,84
tasting,7,90
tasty,5,85
tat,3,41
tate,4,46
tater,5,64
tattered,8,93
tattle,6,78
tattoo,6,91
tattooed,8,100
tattoos,7,110
tau,3,42
taught,6,77
taunt,5,76
taunted,7,85
taunting,8,106
taunts,6,95
taut,4,62
tavern,6,80
tawdry,6,91
tax,3,45
taxed,5,54
taxes,5,69
taxi,4,54
taxicab,7,60
taxidermist,11,142
taxing,6,75
taxis,5,73
taxpayer,8,110
taxpayers,9,129
tea,3,26
teach,5,37
teacher,7,60
teachers,8,79
teaches,7,61
teaching,8,67
teacup,6,66
teal,4,38
team,4,39
teamed,6,48
teaming,7,69
teammate,8,78
teammates,9,97
teams,5,58
teamsters,9,120
teamwork,8,106
teapot,6,77
tear,4,44
tearful,7,83
tearing,7,74
tears,5,63
teary,5,69
teas,4,45
tease,5,50
teased,6,54
teasing,7,75
teaspoon,8,105
teaspoons,9,124
technical,9,75
technicalities,14,137
technicality,12,129
technically,11,112
technician,10,86
technicians,11,105
technique,9,102
techniques,10,121
technological,13,124
technologically,15,161
technologies,12,132
technology,10,124
ted,3,29
teddy,5,58
tedious,7,93
tee,3,30
teed,4,34
teeming,7,73
teen,4,44
teenage,7,57
teenaged,8,61
teenager,8,75
teenagers,9,94
teens,5,63
teensy,6,88
teeny,5,69
teenybopper,11,141
teetering,9,103
teeth,5,58
telegram,8,81
telegrams,9,100
telegraph,9,92
telekinesis,11,128
telekinetic,11,113
telemarketing,13,140
telemetry,9,123
telepathic,10,99
telepathically,14,149
telepathy,9,112
telephone,9,100
telephones,10,119
teleport,8,111
teleportation,13,170
telescope,9,100
telescopic,10,107
telethon,8,99
televised,9,101
television,10,130
telex,5,66
tell,4,49
teller,6,72
tellers,7,91
telling,7,79
tells,5,68
telly,5,74
temp,4,54
temper,6,77
temperament,11,130
temperamental,13,143
temperature,11,142
temperatures,12,161
tempered,8,86
tempers,7,96
tempest,7,98
temple,6,71
tempo,5,69
temporarily,11,152
temporary,9,131
temps,5,73
tempt,5,74
temptation,10,133
temptations,11,152
tempted,7,83
tempting,8,104
temptress,9,135
ten,3,39
tenacious,9,107
tenacity,8,97
tenant,6,74
tenants,7,93
tend,4,43
tended,6,52
tendencies,10,98
tendency,8,90
tender,6,66
tenderness,10,123
tending,7,73
tendon,6,72
tendonitis,10,129
tendons,7,91
tends,5,62
tenement,8,96
tenets,6,83
tenner,6,76
tennis,6,81
tenor,5,72
tenors,6,91
tens,4,58
tense,5,63
tension,7,96
tensions,8,115
tent,4,59
tentative,9,116
tenth,5,67
tenths,6,86
tents,5,78
tenuous,7,115
tenure,6,83
tepid,5,54
tequila,7,85
teriyaki,8,98
term,4,56
terminal,8,92
terminate,9,105
terminated,10,109
terminating,11,130
termination,11,138
terminator,10,133
terminology,11,153
terminus,8,119
termites,8,109
terms,5,75
terra,5,62
terrace,7,70
terraforming,12,144
terrain,7,85
terrestrial,11,145
terrible,8,89
terribly,8,109
terrific,8,88
terrifically,12,138
terrified,9,94
terrifies,9,109
terrify,7,101
terrifying,10,131
territorial,11,145
territories,11,156
territory,9,148
terror,6,94
terrorism,9,135
terrorist,9,142
terrorists,10,161
terrorize,9,134
terrorized,10,138
terrorizing,11,159
terrors,7,113
terry,5,86
test,4,64
testament,9,117
tested,6,73
testicle,8,93
testicles,9,112
testicular,10,128
testified,9,97
testifies,9,112
testify,7,104
testifying,10,134
testimonies,11,148
testimony,9,140
testing,7,94
testosterone,12,175
tests,5,83
testy,5,89
tet,3,45
tetanus,7,100
tether,6,76
tetherball,10,103
texas,5,69
text,4,69
textbook,8,112
textbooks,9,131
textile,7,95
textiles,8,114
texts,5,88
texture,7,113
than,4,43
thank,5,54
thanked,7,63
thankful,8,93
thankfully,10,130
thanking,8,84
thankless,9,109
thanks,6,73
thanksgiving,12,141
thanksgivings,13,160
that,4,49
thataway,8,99
thatcher,8,83
thaw,4,52
thawed,6,61
thawing,7,82
the,3,33
theater,7,77
theaters,8,96
theatre,7,77
theatres,8,96
theatrical,10,97
theatrics,9,103
thee,4,38
theft,5,59
thefts,6,78
their,5,60
theirs,6,79
them,4,46
theme,5,51
themed,6,55
themes,6,70
themselves,10,128
then,4,47
theologian,10,106
theological,11,107
theology,8,107
theorem,7,84
theoretical,11,116
theoretically,13,153
theories,8,99
theory,6,91
therapeutic,11,126
therapist,9,116
therapists,10,135
therapy,7,93
there,5,56
thereafter,10,106
thereby,7,83
therefore,9,100
therein,7,79
thereof,7,77
theres,6,75
thermal,7,77
thermometer,11,140
thermonuclear,13,153
thermos,7,98
thermostat,10,139
thesaurus,9,132
these,5,57
theses,6,76
thesis,6,80
thespian,8,92
theta,5,54
they,4,58
thick,5,51
thickening,10,100
thickens,8,89
thicker,7,74
thief,5,48
thieves,7,88
thigh,5,52
thighs,6,71
thin,4,51
thine,5,56
thing,5,58
things,6,77
think,5,62
thinkers,8,104
thinking,8,92
thinks,6,81
thinly,6,88
thinner,7,88
thinners,8,107
thinning,8,95
thins,5,70
third,5,59
thirds,6,78
thirst,6,94
thirsty,7,119
thirteen,8,99
thirteenth,10,127
thirties,8,108
thirtieth,9,117
thirty,6,100
this,4,56
thistle,7,93
tho,3,43
thong,5,64
thongs,6,83
thoracic,8,77
thoracotomy,11,153
thorn,5,75
thorns,6,94
thorough,8,112
thoroughly,10,149
thorpe,6,82
those,5,67
thou,4,64
though,6,79
thought,7,99
thoughtful,10,138
thoughtfully,12,175
thoughtless,11,154
thoughts,8,118
thousand,8,102
thousands,9,121
thrall,6,71
thrash,6,74
thrashing,9,104
thread,6,56
threads,7,75
thready,7,81
threat,6,72
threaten,8,91
threatened,10,100
threatening,11,121
threatens,9,110
threats,7,91
three,5,56
threesome,9,108
threshold,9,109
threw,5,74
thrice,6,63
thrift,6,81
thrill,6,79
thrilled,8,88
thriller,8,102
thrilling,9,109
thrills,7,98
thrive,6,82
thrives,7,101
thriving,8,107
throat,6,82
throats,7,101
throbbing,9,95
throne,6,80
thrones,7,99
throttle,8,118
through,7,97
throughout,10,153
throughway,10,146
throw,5,84
thrower,7,107
throwers,8,126
throwing,8,114
thrown,6,98
throws,6,103
thru,4,67
thrust,6,106
thrusters,9,148
thrusts,7,125
thruway,7,116
thug,4,56
thugs,5,75
thumb,5,64
thumbing,8,94
thumbprint,10,141
thumbs,6,83
thump,5,78
thumping,8,108
thunder,7,90
thunderbird,11,123
thunderbolt,11,139
thundering,10,120
thunderstorm,12,175
thus,4,68
thusly,6,105
thy,3,53
thyme,5,71
thyroid,7,99
thyself,7,95
ti,2,29
tiara,5,49
tibia,5,41
tic,3,32
tick,4,43
ticked,6,52
ticker,6,66
ticket,6,68
ticketed,8,77
tickets,7,87
ticking,7,73
tickle,6,60
tickles,7,79
tickling,8,85
ticklish,8,91
ticks,5,62
tidal,5,46
tidbits,7,83
tide,4,38
tides,5,57
tidings,7,82
tidy,4,58
tidying,7,88
tie,3,34
tied,4,38
tier,4,52
ties,4,53
tiff,4,41
tiffany,7,81
tiger,5,59
tigers,6,78
tight,5,64
tighten,7,83
tightened,9,92
tightening,10,113
tightens,8,102
tighter,7,87
tightly,7,101
tightness,9,121
tightrope,9,118
tights,6,83
tiki,4,49
til,3,41
tile,4,46
tiles,5,65
till,4,53
tiller,6,76
tilt,4,61
tilted,6,70
timber,6,67
timbers,7,86
timbre,6,67
time,4,47
timed,5,51
timeless,8,102
timeline,8,87
timely,6,84
timer,5,65
timers,6,84
times,5,66
timetable,9,87
timid,5,55
timing,6,72
timothy,7,110
timpani,7,82
tin,3,43
tinfoil,7,85
ting,4,50
tingle,6,67
tingling,8,92
tingly,6,87
tiniest,7,96
tinkered,8,86
tinkering,9,107
tinkle,6,71
tins,4,62
tinsel,6,79
tinted,6,72
tiny,4,68
tip,3,45
tipped,6,70
tipper,6,84
tippers,7,103
tipping,7,91
tippy,5,86
tips,4,64
tipsy,5,89
tiptoe,6,85
tiptoeing,9,115
tiramisu,8,110
tire,4,52
tired,5,56
tireless,8,107
tires,5,71
tiresome,8,104
tiring,6,77
tis,3,48
tissue,6,93
tissues,7,112
tit,3,49
titan,5,64
titanic,7,76
titanium,8,107
titans,6,83
title,5,66
titles,6,85
tits,4,68
titties,7,102
titty,5,94
tizzy,5,106
to,2,35
toad,4,40
toast,5,75
toasted,7,84
toaster,7,98
toasting,8,105
toasts,6,94
toasty,6,100
tobacco,7,59
toby,4,62
tod,3,39
today,5,65
toddle,6,60
toddler,7,78
toddlers,8,97
toddy,5,68
toe,3,40
toed,4,44
toenail,7,76
toenails,8,95
toes,4,59
toffee,6,57
tofu,4,62
toga,4,43
together,8,98
togetherness,12,155
toilet,6,81
toilets,7,100
toiling,7,86
toke,4,51
token,5,65
tokens,6,84
told,4,51
tolerable,9,90
tolerance,9,93
tolerant,8,105
tolerate,8,96
tolerated,9,100
toll,4,59
toller,6,82
tolls,5,78
tom,3,48
tomahawk,8,92
tomato,6,84
tomatoes,8,108
tomb,4,50
tombs,5,69
tombstone,9,123
tomcat,6,72
tome,4,53
tomfoolery,10,144
tommy,5,86
tomorrow,8,137
tomorrows,9,156
toms,4,67
ton,3,49
tone,4,54
toned,5,58
toner,5,72
tones,5,73
tong,4,56
tongs,5,75
tongue,6,82
tongues,7,101
tonic,5,61
tonics,6,80
tonight,7,93
tonnage,7,76
tons,4,68
tonsil,6,89
tonsils,7,108
tony,4,74
too,3,50
took,4,61
tool,4,62
toolbox,7,103
tools,5,81
toon,4,64
toons,5,83
toot,4,70
tooth,5,78
toothache,9,95
toothbrush,10,146
toothbrushes,12,170
toothed,7,87
toothpaste,10,139
toothpick,9,117
toothpicks,10,136
toots,5,89
top,3,51
topaz,5,78
topes,5,75
topic,5,63
topical,7,76
topics,6,82
topless,7,106
topnotch,8,111
topped,6,76
topping,7,97
toppings,8,116
topple,6,84
tops,4,70
topside,7,88
tor,3,53
torah,5,62
torch,5,64
torched,7,73
torches,7,88
torching,8,94
tore,4,58
torment,7,105
tormented,9,114
tormenting,10,135
torn,4,67
tornado,7,87
toro,4,68
torpedo,7,93
torpedoed,9,102
torpedoes,9,117
torque,6,96
torrent,7,110
torrid,6,84
torso,5,87
tortillas,9,126
tortious,8,137
tortoise,8,121
torture,7,117
tortured,8,121
tortures,8,136
torturing,9,142
torturous,9,167
tory,4,78
tosh,4,62
toss,4,73
tossed,6,82
tosses,6,97
tossing,7,103
total,5,68
totaled,7,77
totalled,8,89
totally,7,105
totals,6,87
tote,4,60
totem,5,73
toting,6,85
tots,4,74
touch,5,67
touchdown,9,123
touchdowns,10,142
touche,6,72
touched,7,76
touches,7,91
touching,8,97
touchstone,10,140
touchy,6,92
tough,5,71
toughen,7,90
tougher,7,94
toughest,8,115
toughness,9,128
toupee,6,82
tour,4,74
toured,6,83
touring,7,104
tourism,7,115
tourist,7,122
tourists,8,141
tournament,10,141
tournaments,11,160
tours,5,93
tow,3,58
toward,6,81
towards,7,100
towed,5,67
towel,5,75
towels,6,94
tower,5,81
towers,6,100
town,4,72
townhouse,9,140
townie,6,86
townies,7,105
towns,5,91
townsfolk,9,135
townspeople,11,160
toxic,5,71
toxicity,8,125
toxicology,10,145
toxin,5,82
toxins,6,101
toxoplasmosis,13,197
toy,3,60
toyed,5,69
toying,6,90
toys,4,79
trace,5,47
traced,6,51
tracer,6,65
traces,6,66
tracing,7,72
track,5,53
tracked,7,62
tracker,7,76
trackers,8,95
tracking,8,83
tracks,6,72
traction,8,100
tractor,7,95
tractors,8,114
trade,5,48
traded,6,52
trademark,9,91
tradeoff,8,75
trader,6,66
trades,6,67
trading,7,73
tradition,9,110
traditional,11,123
traditionally,13,160
traditions,10,129
traffic,7,63
trafficker,10,97
trafficking,11,104
tragedies,9,88
tragedy,7,80
tragic,6,58
tragically,10,108
trail,5,60
trailer,7,83
trailers,8,102
trailing,8,90
trails,6,79
train,5,62
trained,7,71
trainee,7,72
trainees,8,91
trainer,7,85
training,8,92
trains,6,81
traipse,7,88
traipsing,9,113
trait,5,68
traitor,7,101
traitors,8,120
traits,6,87
trajectory,10,135
tram,4,52
tramp,5,68
trample,7,85
trampling,9,110
tramps,6,87
trance,6,61
tranquil,8,112
tranquility,11,166
tranquilizer,12,170
trans,5,72
transaction,11,134
transactions,12,153
transatlantic,13,152
transcendent,12,137
transcends,10,117
transcript,10,138
transcripts,11,157
transfer,8,101
transference,12,128
transferred,11,128
transferring,12,149
transfers,9,120
transform,9,124
transformation,14,183
transformed,11,133
transfusion,11,156
transfusions,12,175
transgenic,10,110
transgression,13,178
transgressions,14,197
transient,9,120
transistor,10,153
transit,7,101
transition,10,139
transitional,12,152
translate,9,110
translated,10,114
translating,11,135
translation,11,143
translator,10,138
translators,11,157
transmission,12,170
transmissions,13,189
transmit,8,114
transmitted,11,143
transmitter,11,157
transmitters,12,176
transparent,11,146
transpired,10,124
transplant,10,135
transponder,11,144
transport,9,141
transportation,14,200
transported,11,150
transporting,12,171
transports,10,160
transsexual,11,154
transvestite,12,172
transvestites,13,191
trap,4,55
trapeze,7,91
trapped,7,80
trapper,7,94
trapping,8,101
trappings,9,120
traps,5,74
trash,5,66
trashed,7,75
trashes,7,90
trashing,8,96
trashy,6,91
trattoria,9,122
trauma,6,74
traumas,7,93
traumatic,9,106
traumatized,11,138
traumatizing,12,159
travel,6,78
traveled,8,87
traveler,8,101
travelers,9,120
traveling,9,108
travelled,9,99
traveller,9,113
travellers,10,132
travelling,10,120
travels,7,97
traverse,8,108
travesty,8,130
trawler,7,97
tray,4,64
trays,5,83
treacherous,11,133
treachery,9,103
tread,5,48
treadmill,9,94
treads,6,67
treason,7,92
treasure,8,107
treasured,9,111
treasurer,9,125
treasures,9,126
treasury,8,127
treat,5,64
treatable,9,84
treated,7,73
treaters,8,106
treaties,8,97
treating,8,94
treatment,9,116
treatments,10,135
treats,6,83
treaty,6,89
tree,4,48
trees,5,67
trek,4,54
trellis,7,95
tremble,7,75
trembling,9,100
tremendous,10,134
tremendously,12,171
tremor,6,89
tremors,7,108
trench,6,68
trenches,8,92
trend,5,61
trends,6,80
trendy,6,86
trespass,8,117
trespassed,10,126
trespasser,10,140
trespassers,11,159
trespassing,11,147
trey,4,68
triad,5,52
trial,5,60
trials,6,79
triangle,8,86
triangular,10,121
tribal,6,62
tribe,5,54
tribulations,12,160
tribunal,8,97
tribune,7,89
tribute,7,95
triceps,7,90
trick,5,61
tricked,7,70
trickery,8,109
trickier,8,93
tricking,8,91
trickle,7,78
tricks,6,80
trickster,9,123
tricky,6,86
tricycle,8,95
trident,7,90
tried,5,56
tries,5,71
trifecta,8,82
trifle,6,70
trifled,7,74
trifling,8,95
trig,4,54
trigger,7,84
triggered,9,93
triggering,10,114
triggers,8,103
trigonometry,12,179
trillion,8,109
trilogy,7,106
trim,4,60
trimester,9,127
trimmed,7,82
trimmers,8,115
trimmings,9,122
trinity,7,115
trinket,7,97
trinkets,8,116
trio,4,62
trip,4,63
tripe,5,68
triple,6,80
tripled,7,84
triplets,8,119
triplicate,10,113
tripped,7,88
tripping,8,109
trippy,6,104
trips,5,82
trite,5,72
triumph,7,105
triumphed,9,114
triumphs,8,124
trivial,7,91
troll,5,77
trolling,8,107
trollop,7,108
trolls,6,96
trombone,8,102
troop,5,84
trooper,7,107
troopers,8,126
troops,6,103
trophies,8,110
trophy,6,102
tropic,6,81
tropical,8,94
tropics,7,100
trot,4,73
trotting,8,123
troubadour,10,135
trouble,7,93
troubled,8,97
troublemaker,12,141
troublemakers,13,160
troubles,8,112
troublesome,11,145
troubling,9,118
troupe,6,95
trouper,7,113
trouser,7,116
trousers,8,135
trout,5,94
trove,5,80
troy,4,78
truant,6,94
truce,5,67
truck,5,73
truckers,8,115
truckload,9,105
trucks,6,92
true,4,64
truer,5,82
truest,6,103
truffle,7,88
truffles,8,107
truly,5,96
trump,5,88
trumpet,7,113
trumpets,8,132
trumps,6,107
trunk,5,84
trunks,6,103
truss,5,97
trussed,7,106
trust,5,98
trusted,7,107
trustee,7,108
trustees,8,127
trusting,8,128
trusts,6,117
trustworthy,11,207
trusty,6,123
truth,5,87
truthful,8,126
truthfully,10,163
truths,6,106
try,3,63
trying,6,93
tryout,6,119
tryouts,7,138
tsk,3,50
tsunami,7,97
tub,3,43
tuba,4,44
tubby,5,70
tube,4,48
tubers,6,85
tubes,5,67
tubing,6,73
tubs,4,62
tuck,4,55
tucked,6,64
tucker,6,78
tucking,7,85
tug,3,48
tuition,7,108
tularemia,9,100
tulip,5,78
tulle,5,70
tumble,6,73
tumbler,7,91
tumbling,8,98
tummy,5,92
tumor,5,87
tumors,6,106
tuna,4,56
tundra,6,78
tune,4,60
tuned,5,64
tunes,5,79
tung,4,62
tunic,5,67
tuning,6,85
tunnel,6,86
tunnels,7,105
turban,6,76
turbine,7,89
turbo,5,76
turbulence,10,121
turbulent,9,133
turd,4,63
turds,5,82
turf,4,65
turk,4,70
turkey,6,100
turkeys,7,119
turks,5,89
turmoil,7,108
turn,4,73
turnaround,10,146
turncoat,8,112
turndown,8,129
turned,6,82
turner,6,96
turning,7,103
turnips,7,117
turnout,7,129
turnpike,8,114
turns,5,92
turquoise,9,145
turret,6,102
turtle,6,96
turtleneck,10,129
turtles,7,115
tush,4,68
tushie,6,82
tushy,5,93
tusk,4,71
tussle,6,96
tut,3,61
tutor,5,94
tutoring,8,124
tutors,6,113
tutti,5,90
tutu,4,82
tux,3,65
tuxedo,6,89
tuxedos,7,108
tuxes,5,89
twain,5,67
twas,4,63
twat,4,64
tweak,5,60
tweaked,7,69
tweaking,8,90
tweed,5,57
tweedle,7,74
tween,5,67
tweet,5,73
tweeze,6,84
twelfth,7,94
twelve,6,87
twenties,8,115
twentieth,9,124
twenty,6,107
twerp,5,82
twice,5,60
twig,4,59
twigs,5,78
twilight,8,108
twin,4,66
twine,5,71
twinge,6,78
twinkle,7,94
twins,5,85
twirl,5,82
twist,5,91
twisted,7,100
twister,7,114
twisting,8,121
twists,6,110
twisty,6,116
twit,4,72
twitch,6,83
twitching,9,113
twitchy,7,108
twits,5,91
two,3,58
twos,4,77
twosome,7,110
tycoon,6,92
tying,5,75
tykes,5,80
type,4,66
typed,5,70
types,5,85
typewriter,10,159
typhoid,7,97
typical,7,86
typically,9,123
typing,6,91
typist,6,109
typo,4,76
tyranny,7,117
tyrant,6,98
tyrants,7,117
tyre,4,68
tyres,5,87
ubiquitous,10,154
ugh,3,36
uglies,6,73
ugliest,7,93
ugliness,8,106
ugly,4,65
uh,2,29
ulcer,5,59
ulcers,6,78
ulterior,8,118
ultimate,8,101
ultimately,10,138
ultimatum,9,130
ultimatums,10,149
ultra,5,72
ultrasound,10,145
um,2,34
umbilical,9,82
umbrella,8,84
umm,3,47
ump,3,50
umpire,6,82
umpteenth,9,122
un,2,35
unable,6,55
unacceptable,12,103
unadvisedly,11,136
unaffected,10,85
unanimous,9,127
unanimously,11,164
unannounced,11,126
unanswered,10,124
unappealing,11,116
unappreciated,13,133
unarmed,7,76
unattached,10,97
unattainable,12,120
unattended,10,108
unattractive,12,154
unauthorized,12,162
unavailable,11,100
unavoidable,11,106
unaware,7,83
unbalanced,10,77
unbearable,10,81
unbearably,10,101
unbeatable,10,83
unbecoming,10,103
unbeknownst,11,158
unbelievable,12,110
unbelievably,12,130
unblemished,11,112
unborn,6,84
unbreakable,11,92
unbroken,8,100
unburden,8,99
unbuttoned,10,136
uncalled,8,72
uncanny,7,92
uncaring,8,87
uncertain,9,105
uncertainty,11,150
unchanged,9,77
uncharacteristic,16,172
uncharacteristically,20,222
uncivilized,11,134
unclaimed,9,82
uncle,5,55
unclear,7,74
unclench,8,80
uncles,6,74
uncomfortable,13,145
uncommon,8,108
uncomplicated,13,136
uncompromising,14,186
unconcerned,11,116
unconditional,13,151
unconscionable,14,147
unconscious,11,153
unconsciously,13,190
unconsciousness,15,210
unconstitutional,16,227
uncontrollable,14,164
uncontrollably,14,184
uncontrolled,12,153
unconventional,14,179
uncool,6,80
uncooperative,13,164
uncover,7,98
uncovered,9,107
uncovering,10,128
uncuff,6,71
uncut,5,79
undead,6,49
undecided,9,69
undeniably,10,107
under,5,62
underage,8,75
undercover,10,125
undercurrent,12,161
undercut,8,106
underdeveloped,14,150
underdog,8,88
underestimate,13,154
underestimated,14,158
underestimating,15,179
undergarment,12,140
undergarments,13,159
undergo,7,84
undergoing,10,114
undergone,9,103
undergrad,9,92
undergraduate,13,139
underground,11,141
underhanded,11,98
underline,9,102
underlined,10,106
underlings,10,123
underlying,10,129
undermine,9,103
undermined,10,107
undermines,10,122
undermining,11,128
underneath,10,110
underpaid,9,92
underpants,10,132
underpass,9,117
underprivileged,15,169
undershirt,10,136
understand,10,120
understandable,14,140
understandably,14,160
understanding,13,150
understands,11,139
understatement,14,179
understood,10,135
understudy,10,151
undertake,9,99
undertaken,10,113
undertaking,11,124
undertow,8,120
underwater,10,129
underway,8,111
underwear,9,109
underworld,10,134
undeserving,11,138
undesirable,11,110
undetectable,12,112
undetected,10,101
undies,6,72
undisciplined,13,139
undisclosed,11,125
undiscovered,12,139
undisputed,10,133
undivided,9,92
undo,4,54
undoing,7,84
undone,6,73
undoubtedly,11,143
undress,7,100
undressed,9,109
undressing,10,130
undue,5,65
unduly,6,97
undying,7,94
unearth,7,87
unearthed,9,96
uneasy,6,85
uneducated,10,98
unemployable,12,141
unemployed,10,130
unemployment,12,173
unencumbered,12,125
unending,8,88
unequivocally,13,177
unethical,9,93
uneventful,10,140
unexpected,10,117
unexpectedly,12,154
unexplained,11,125
unexplored,10,134
unexpressed,11,150
unfair,6,69
unfairly,8,106
unfairness,10,126
unfaithful,10,118
unfamiliar,10,104
unfathomable,12,118
unfinished,10,109
unfit,5,70
unflattering,12,147
unfold,6,72
unfolding,9,102
unfolds,7,91
unforeseen,10,122
unforgettable,13,146
unforgivable,12,132
unforgiving,11,142
unfortunate,11,155
unfortunately,13,192
unfounded,9,104
unfreeze,8,100
unfreezing,10,125
unfriendly,10,128
unfulfilled,11,122
unfunny,7,115
ungodly,7,98
ungrateful,10,125
unguarded,9,95
unhand,6,62
unhappily,9,122
unhappiness,11,142
unhappy,7,101
unharmed,8,84
unhealthy,9,114
unheard,7,71
unhinged,8,82
unholy,6,95
unhook,6,84
unhooked,8,93
unicorn,7,94
unicycle,8,92
unidentified,12,120
unified,7,68
uniform,7,96
uniformity,10,150
uniforms,8,115
unimaginative,13,145
unimportant,11,161
unimpressed,11,143
uninformed,10,119
uninhibited,11,115
uninspired,10,129
uninsured,9,125
unintelligible,14,151
unintentionally,15,205
uninteresting,13,175
uninterrupted,13,185
